Project Name,URL,Language,Forks,Watchers,Size Byte,Stars,Topics,Contributors,Type
Automattic/mongoose,https://github.com/Automattic/mongoose,JavaScript,3383,23948,79204,23948,[],769,['Other']
iview/iview,https://github.com/iview/iview,Vue,4227,23938,33382,23938,"['components', 'css', 'design-systems', 'frontend', 'iview', 'javascript', 'ui-design', 'ui-kit', 'vue', 'vue-components']",189,['Web Application']
tmux/tmux,https://github.com/tmux/tmux,C,1668,23908,15712,23908,[],38,['Other']
microsoft/calculator,https://github.com/microsoft/calculator,C++,4338,23879,35451,23879,"['cpp', 'csharp', 'uwp', 'windows', 'windows-10', 'xaml']",89,['Other']
greenrobot/EventBus,https://github.com/greenrobot/EventBus,Java,4655,23854,1734,23854,[],26,['Other']
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,Go,3053,23841,1804728,23841,"['cockroachdb', 'database', 'distributed-database', 'go', 'hacktoberfest', 'sql']",639,['Other']
parallax/jsPDF,https://github.com/parallax/jsPDF,JavaScript,4233,23819,106341,23819,['hacktoberfest'],202,['Other']
curl/curl,https://github.com/curl/curl,C,4928,23813,83699,23813,"['c', 'client', 'curl', 'ftp', 'gopher', 'hacktoberfest', 'http', 'https', 'imaps', 'ldap', 'libcurl', 'library', 'mqtt', 'pop3', 'scp', 'sftp', 'transfer-data', 'transferring-data', 'user-agent']",1043,['Other']
jobbole/awesome-python-cn,https://github.com/jobbole/awesome-python-cn,Makefile,7346,23771,1584,23771,['python'],36,['Other']
ycm-core/YouCompleteMe,https://github.com/ycm-core/YouCompleteMe,Python,2752,23723,37280,23723,"['code-analysis', 'code-completion', 'semantic-engine', 'vim']",177,['Other']
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,TypeScript,2652,23682,19147,23682,"['browser', 'editor', 'framework', 'javascript', 'react', 'rich-text', 'slate', 'text-editor']",465,"['Web Application', 'Framework']"
remy/nodemon,https://github.com/remy/nodemon,JavaScript,1570,23673,2557,23673,"['hacktoberfest', 'node', 'nodemon', 'watch']",158,['Other']
YMFE/yapi,https://github.com/YMFE/yapi,JavaScript,4154,23638,233299,23638,"['api', 'api-management', 'api-manager', 'api-test']",114,['Web Application']
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,JavaScript,5140,23596,35668,23596,[],261,['Other']
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,Go,4345,23565,19223,23565,"['acm-icpc', 'algo', 'algorithm', 'algorithm-competitions', 'algorithms', 'algorithms-and-data-structures', 'dynamic-programming', 'facebook', 'go', 'golang', 'interview-questions', 'leetcode', 'leetcode-go', 'leetcode-golang', 'leetcode-solutions', 'math', 'pattern']",44,['Other']
terryum/awesome-deep-learning-papers,https://github.com/terryum/awesome-deep-learning-papers,TeX,4475,23561,147,23561,"['deep-learning', 'deep-neural-networks', 'machine-learning']",36,['AI']
ccxt/ccxt,https://github.com/ccxt/ccxt,JavaScript,5780,23461,1609866,23461,"['altcoin', 'api', 'arbitrage', 'bitcoin', 'bot', 'btc', 'crypto', 'cryptocurrency', 'e-commerce', 'eth', 'ethereum', 'exchange', 'invest', 'library', 'market-data', 'merchant', 'strategy', 'trade', 'trading']",626,['Web Application']
akveo/ngx-admin,https://github.com/akveo/ngx-admin,TypeScript,7498,23449,66831,23449,"['admin', 'admin-dashboard', 'admin-template', 'admin-ui', 'angular-dashboard-template', 'angular10', 'angular2', 'angular9', 'bootstrap4', 'dashboard', 'framework', 'material-theme', 'ng2', 'ng2-admin', 'ngx-admin', 'responsive', 'sass', 'theme', 'typescript', 'webpack']",36,"['Web Application', 'Framework']"
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,C++,6947,23427,86330,23427,"['caffe', 'computer-vision', 'cpp', 'cvpr-2017', 'deep-learning', 'face', 'foot-estimation', 'hand-estimation', 'human-behavior-understanding', 'human-pose', 'human-pose-estimation', 'keypoint-detection', 'keypoints', 'machine-learning', 'multi-person', 'opencv', 'openpose', 'pose', 'pose-estimation', 'real-time']",94,['AI']
hashicorp/vagrant,https://github.com/hashicorp/vagrant,Ruby,4224,23419,75840,23419,"['automation', 'hacktoberfest', 'ruby', 'vagrant', 'virtualization']",1217,['Other']
facebookresearch/fastText,https://github.com/facebookresearch/fastText,HTML,4448,23413,8456,23413,[],59,['Other']
lenve/vhr,https://github.com/lenve/vhr,Java,9645,23413,9233,23413,[],2,['Other']
kubernetes/minikube,https://github.com/kubernetes/minikube,Go,3988,23390,168866,23390,"['cluster', 'cncf', 'containers', 'go', 'kubernetes', 'minikube']",762,['Other']
cmderdev/cmder,https://github.com/cmderdev/cmder,C++,1922,23344,2851,23344,"['c-plus-plus', 'cmder', 'color-scheme', 'conemu', 'mintty', 'portable', 'powershell', 'ssh-agent']",145,['Other']
ggreer/the_silver_searcher,https://github.com/ggreer/the_silver_searcher,C,1325,23318,2426,23318,"['ag', 'c', 'command-line-tool', 'pcre', 'search-in-text', 'silver-searcher']",243,['Other']
scwang90/SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,Java,4784,23314,273220,23314,"['android', 'android-ui', 'footer', 'header', 'overscroll', 'pull-to-refresh', 'pulltorefresh', 'refreshlayout']",7,['Mobile App']
emscripten-core/emscripten,https://github.com/emscripten-core/emscripten,C,2765,21924,247575,21924,[],714,['Other']
nagadomi/waifu2x,https://github.com/nagadomi/waifu2x,Lua,2497,23258,709480,23258,"['super-resolution', 'torch', 'waifu2x']",39,['Other']
CodeHubApp/CodeHub,https://github.com/CodeHubApp/CodeHub,C#,643,23247,75626,23247,"['c-sharp', 'codehub', 'github', 'reactiveui']",10,['Web Application']
dwmkerr/hacker-laws,https://github.com/dwmkerr/hacker-laws,Shell,1369,23240,3014,23240,"['coding', 'computerscience', 'laws', 'principles']",83,['Other']
OAI/OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,JavaScript,8111,23206,3233,23206,"['apis', 'oas', 'openapi', 'openapi-specification', 'rest', 'webapi']",201,['Web Application']
hashicorp/vault,https://github.com/hashicorp/vault,Go,3254,23142,192002,23142,"['go', 'secrets', 'vault']",1158,['Other']
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,Python,7092,23126,13110,23126,"['deep-learning', 'neural-networks', 'pytorch', 'pytorch-tutorial']",27,['AI']
influxdata/influxdb,https://github.com/influxdata/influxdb,Go,3123,23084,162437,23084,"['database', 'go', 'influxdb', 'metrics', 'monitoring', 'react', 'time-series']",556,['Web Application']
powerline/fonts,https://github.com/powerline/fonts,Shell,3112,22995,20700,22995,[],68,['Other']
alibaba/flutter-go,https://github.com/alibaba/flutter-go,Dart,3699,22972,117708,22972,"['dart', 'flutter', 'flutter-demo', 'flutter-doc']",29,['Other']
Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,JavaScript,7270,22966,14604,22966,"['api', 'apis', 'cloudmusic', 'javascript', 'neteasecloud', 'nodejs']",69,['Web Application']
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,Java,6794,22900,1941254,22900,"['dotnet', 'java', 'javascript', 'python', 'ruby', 'selenium', 'webdriver']",720,['Web Application']
encode/django-rest-framework,https://github.com/encode/django-rest-framework,Python,6046,22889,49358,22889,"['api', 'django', 'python', 'rest']",1256,['Web Application']
hammerjs/hammer.js,https://github.com/hammerjs/hammer.js,JavaScript,2660,22885,10221,22885,[],100,['Other']
VundleVim/Vundle.vim,https://github.com/VundleVim/Vundle.vim,Vim script,2540,22874,935,22874,[],66,['Other']
gitlabhq/gitlabhq,https://github.com/gitlabhq/gitlabhq,Ruby,5684,22837,1141379,22837,"['gitlab', 'rails', 'ruby']",2998,['Other']
wuyouzhuguli/SpringAll,https://github.com/wuyouzhuguli/SpringAll,Java,6884,22822,1090,22822,"['learning', 'shiro', 'spring-boot', 'spring-boot-learning', 'spring-cloud', 'spring-security', 'springboot']",3,['Other']
starship/starship,https://github.com/starship/starship,Rust,954,22799,21849,22799,"['bash', 'fish', 'fish-prompt', 'fish-theme', 'hacktoberfest', 'oh-my-zsh', 'powershell', 'rust', 'shell-prompt', 'starship', 'zsh', 'zsh-prompt', 'zsh-theme']",344,['Other']
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,HTML,6200,22794,4331183,22794,"['computer-science', 'course', 'course-assignment', 'course-project', 'tsinghua-university']",48,['Other']
pypa/pipenv,https://github.com/pypa/pipenv,Python,1715,22727,247881,22727,"['packaging', 'pip', 'pipfile', 'python', 'virtualenv']",411,['Other']
alibaba/easyexcel,https://github.com/alibaba/easyexcel,Java,6088,22711,26088,22711,"['excel', 'java', 'jxl', 'oom', 'poi', 'xls', 'xlsx']",45,['Other']
huihut/interview,https://github.com/huihut/interview,C++,6311,22702,6022,22702,"['algorithm', 'c', 'cpp', 'data-structures', 'database', 'interview', 'interview-practice', 'interview-preparation', 'interview-questions', 'interviews', 'leetcode', 'operating-system', 'stl']",25,['Other']
iamadamdev/bypass-paywalls-chrome,https://github.com/iamadamdev/bypass-paywalls-chrome,JavaScript,1653,22698,1403,22698,"['bypass', 'bypass-paywalls', 'chrome', 'chrome-extension', 'chrome-extensions', 'firefox', 'firefox-addon', 'firefox-extension', 'paywall']",53,['Other']
StreisandEffect/streisand,https://github.com/StreisandEffect/streisand,Shell,2009,22650,4116,22650,"['ansible', 'anyconnect', 'censorship', 'openconnect', 'openvpn', 'shadowsocks', 'ssh', 'streisand', 'stunnel', 'tor', 'vpn', 'wireguard']",144,['Other']
CymChad/BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,Java,4844,22641,64860,22641,"['android', 'android-library', 'recyclerview', 'recyclerview-adapter', 'recyclerview-item-animation']",51,['Mobile App']
ultralytics/yolov5,https://github.com/ultralytics/yolov5,Python,8068,22635,11404,22635,"['coreml', 'deep-learning', 'ios', 'machine-learning', 'ml', 'object-detection', 'onnx', 'pytorch', 'tflite', 'yolo', 'yolov3', 'yolov4', 'yolov5']",213,"['Mobile App', 'AI']"
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,Python,4703,22558,83208,22558,"['database', 'detection', 'exploitation', 'pentesting', 'python', 'sql-injection', 'sqlmap', 'takeover', 'vulnerability-scanner']",113,['Other']
donnemartin/data-science-ipython-notebooks,https://github.com/donnemartin/data-science-ipython-notebooks,Python,6995,22521,49025,22521,"['aws', 'big-data', 'caffe', 'data-science', 'deep-learning', 'hadoop', 'kaggle', 'keras', 'machine-learning', 'mapreduce', 'matplotlib', 'numpy', 'pandas', 'python', 'scikit-learn', 'scipy', 'spark', 'tensorflow', 'theano']",13,['AI']
explosion/spaCy,https://github.com/explosion/spaCy,Python,3727,22519,185803,22519,"['ai', 'artificial-intelligence', 'cython', 'data-science', 'deep-learning', 'entity-linking', 'machine-learning', 'named-entity-recognition', 'natural-language-processing', 'neural-network', 'neural-networks', 'nlp', 'nlp-library', 'python', 'spacy', 'text-classification', 'tokenization']",658,['AI']
angular/components,https://github.com/angular/components,TypeScript,6029,22506,75556,22506,"['angular', 'angular-components', 'material', 'material-design']",621,['Web Application']
cfenollosa/os-tutorial,https://github.com/cfenollosa/os-tutorial,C,2789,22504,154,22504,[],13,['Other']
airbnb/lottie-ios,https://github.com/airbnb/lottie-ios,Swift,3307,22501,79781,22501,"['animation', 'bodymovin', 'custom-transitions', 'ios', 'ios-animation', 'ios-transition', 'keyframes', 'transition-animation']",180,['Mobile App']
pmndrs/react-spring,https://github.com/pmndrs/react-spring,TypeScript,984,22490,386913,22490,"['animation-library', 'react', 'react-spring', 'spring-physics', 'springs']",150,['Web Application']
go-kit/kit,https://github.com/go-kit/kit,Go,2268,22467,7463,22467,"['go', 'golang', 'metallica', 'microservices']",217,['Other']
rust-lang/rustlings,https://github.com/rust-lang/rustlings,Rust,3503,22460,1306,22460,"['beginner-friendly', 'rust', 'rustlings']",222,['Other']
dokku/dokku,https://github.com/dokku/dokku,Shell,1719,22453,12042,22453,"['buildpack', 'containers', 'devops', 'docker', 'dokku', 'heroku', 'kubernetes', 'nomad', 'paas']",466,['Other']
nocodb/nocodb,https://github.com/nocodb/nocodb,Vue,1360,22437,60595,22437,"['admin-dashboard', 'admin-ui', 'airtable', 'airtable-alternative', 'automatic-api', 'hacktoberfest', 'hacktoberfest2021', 'low-code', 'mariadb', 'mysql', 'no-code', 'no-code-database', 'postgresql', 'rest-api', 'restful-api', 'spreadsheet', 'sqlite', 'sqlserver', 'swagger']",76,['Web Application']
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,Rust,782,22432,35315,22432,"['database', 'entreprise-search', 'highlighting', 'instant', 'rust', 'search-engine', 'site-search', 'synonyms', 'typo-tolerance']",79,['Other']
Netflix/Hystrix,https://github.com/Netflix/Hystrix,Java,4558,22431,9784,22431,[],147,['Other']
balena-io/etcher,https://github.com/balena-io/etcher,TypeScript,1607,22385,94682,22385,"['cross-platform', 'etcher', 'sd-cards', 'usb-drives']",77,['Other']
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,C++,4409,22383,587857,22383,"['analytics', 'big-data', 'clickhouse', 'dbms', 'distributed-database', 'hacktoberfest', 'mpp', 'olap', 'sql']",1297,['Other']
hollischuang/toBeTopJavaer,https://github.com/hollischuang/toBeTopJavaer,Java,5064,22372,7547,22372,"['design-patterns', 'java', 'jvm', 'mysql', 'programmer', 'spring']",43,['Other']
fastify/fastify,https://github.com/fastify/fastify,JavaScript,1653,22302,5684,22302,"['nodejs', 'performance', 'speed', 'webframework']",480,"['Web Application', 'Framework']"
immerjs/immer,https://github.com/immerjs/immer,JavaScript,702,22300,8643,22300,"['immutable', 'immutables', 'reducer', 'redux', 'state-tree']",156,['Other']
doczjs/docz,https://github.com/doczjs/docz,TypeScript,1442,22272,13012,22272,"['design-system', 'docs', 'documentation', 'docz', 'gatsby', 'js', 'mdx', 'react', 'theme', 'ui', 'zero-configuration']",134,['Web Application']
dmlc/xgboost,https://github.com/dmlc/xgboost,C++,8330,22258,22723,22258,"['distributed-systems', 'gbdt', 'gbm', 'gbrt', 'machine-learning', 'xgboost']",548,['AI']
heartcombo/devise,https://github.com/heartcombo/devise,Ruby,5374,22249,5558,22249,"['authentication', 'devise', 'rails', 'ruby']",681,['Other']
pjreddie/darknet,https://github.com/pjreddie/darknet,C,19428,22249,6518,22249,[],10,['Other']
tj/commander.js,https://github.com/tj/commander.js,JavaScript,1591,22231,2927,22231,[],167,['Other']
pure-css/pure,https://github.com/pure-css/pure,JavaScript,2445,22211,4840,22211,"['css', 'html', 'pure']",68,['Web Application']
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,JavaScript,2736,22190,72771,22190,"['chinese', 'cookbook', 'cooking', 'dishes', 'recipes']",191,['Other']
alibaba/canal,https://github.com/alibaba/canal,Java,6581,22186,18645,22186,[],174,['Other']
balderdashy/sails,https://github.com/balderdashy/sails,JavaScript,1947,22179,13165,22179,[],280,['Other']
emberjs/ember.js,https://github.com/emberjs/ember.js,JavaScript,4271,22150,77034,22150,"['ember', 'hacktoberfest', 'javascript', 'javascript-framework']",1081,"['Web Application', 'Framework']"
harvesthq/chosen,https://github.com/harvesthq/chosen,HTML,4203,22112,3045,22112,"['deprecated', 'not-maintained']",124,['Other']
google-research/google-research,https://github.com/google-research/google-research,Jupyter Notebook,5258,22091,335372,22091,"['ai', 'machine-learning', 'research']",508,['AI']
signalapp/Signal-Android,https://github.com/signalapp/Signal-Android,Java,5354,22082,557585,22082,[],290,['Other']
redux-saga/redux-saga,https://github.com/redux-saga/redux-saga,JavaScript,2006,22079,11197,22079,"['effects', 'middleware', 'redux', 'redux-saga', 'sagas']",344,['Other']
syl20bnr/spacemacs,https://github.com/syl20bnr/spacemacs,Emacs Lisp,4937,22073,57060,22073,"['community-driven', 'configuration', 'emacs', 'spacemacs', 'vim']",1423,['Other']
react-native-elements/react-native-elements,https://github.com/react-native-elements/react-native-elements,TypeScript,4364,22062,86476,22062,"['android', 'hacktoberfest', 'ios', 'mobile-app', 'react', 'react-native', 'ui', 'ui-components']",361,"['Mobile App', 'Web Application']"
littlecodersh/ItChat,https://github.com/littlecodersh/ItChat,Python,5223,22040,955,22040,"['api', 'itchat', 'robot', 'wechat']",16,['Web Application']
dromara/hutool,https://github.com/dromara/hutool,Java,6278,22016,41552,22016,"['http', 'hutool', 'java', 'json', 'orm', 'tool', 'util']",231,['Other']
mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,JavaScript,3456,22012,47052,22012,"['bootstrap', 'bootstrap-material', 'bootstrap5', 'css', 'framework', 'html', 'javascript', 'material', 'material-design', 'material-design-for-bootstrap', 'uikit']",116,"['Web Application', 'Framework']"
google/python-fire,https://github.com/google/python-fire,Python,1279,21990,6231,21990,"['cli', 'python']",46,['Other']
fastai/fastai,https://github.com/fastai/fastai,Jupyter Notebook,7207,21988,662308,21988,"['colab', 'deep-learning', 'fastai', 'gpu', 'machine-learning', 'notebooks', 'python', 'pytorch']",187,['AI']
facebook/rocksdb,https://github.com/facebook/rocksdb,C++,4975,21982,180441,21982,"['database', 'storage-engine']",848,['Other']
vuejs/devtools,https://github.com/vuejs/devtools,TypeScript,3666,21972,14647,21972,[],117,['Other']
nektos/act,https://github.com/nektos/act,Go,573,21953,5633,21953,"['ci', 'devops', 'github-actions', 'golang']",104,['Other']
mattermost/mattermost-server,https://github.com/mattermost/mattermost-server,Go,5343,21946,540359,21946,"['collaboration', 'golang', 'hacktoberfest', 'mattermost', 'react-native']",707,['Web Application']
emscripten-core/emscripten,https://github.com/emscripten-core/emscripten,C,2765,21924,247575,21924,[],714,['Other']
t4t5/sweetalert,https://github.com/t4t5/sweetalert,TypeScript,2905,21922,5237,21922,"['alert', 'dialog', 'javascript', 'modal', 'popup', 'sweetalert', 'ui']",69,['Other']
jamiebuilds/the-super-tiny-compiler,https://github.com/jamiebuilds/the-super-tiny-compiler,JavaScript,2394,21917,41,21917,[],6,['Other']
kataras/iris,https://github.com/kataras/iris,Go,2364,21911,15780,21911,"['expressjs', 'framework', 'go', 'golang', 'iris', 'laravel', 'middleware', 'mvc', 'performance', 'router', 'server', 'web-framework']",97,"['Web Application', 'Framework']"
ovity/octotree,https://github.com/ovity/octotree,JavaScript,1849,21853,82923,21853,"['browser-extension', 'chrome', 'code-files', 'code-review', 'edge', 'firefox', 'github', 'opera', 'pull-request-review', 'safari']",69,['Web Application']
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,Go,821,21848,23321,21848,[],49,['Other']
reduxjs/react-redux,https://github.com/reduxjs/react-redux,TypeScript,3194,21808,6645,21808,"['react', 'redux']",268,['Web Application']
beurtschipper/Depix,https://github.com/beurtschipper/Depix,Python,2596,21798,820,21798,[],10,['Other']
Polymer/polymer,https://github.com/Polymer/polymer,HTML,2027,21757,30218,21757,"['polymer', 'web-components']",161,['Web Application']
ramda/ramda,https://github.com/ramda/ramda,JavaScript,1380,21732,7917,21732,"['javascript', 'ramda']",328,['Other']
labstack/echo,https://github.com/labstack/echo,Go,1921,21731,5890,21731,"['echo', 'go', 'http2', 'https', 'labstack-echo', 'letsencrypt', 'micro-framework', 'microservice', 'middleware', 'ssl', 'web', 'web-framework', 'websocket']",245,"['Web Application', 'Framework']"
seata/seata,https://github.com/seata/seata,Java,7423,21719,10633,21719,"['branch-transactions', 'data-consistency', 'distributed-transaction', 'dtx', 'fescar', 'gts', 'microservice', 'saga', 'seata', 'tcc', 'tcc-transaction', 'transaction-manager', 'xa']",240,['Other']
Tencent/wepy,https://github.com/Tencent/wepy,JavaScript,3057,21696,9976,21696,"['weapp', 'wepy']",187,['Other']
lovell/sharp,https://github.com/lovell/sharp,JavaScript,1086,21685,48692,21685,"['avif', 'crop', 'exif', 'icc', 'image', 'image-processing', 'javascript', 'jpeg', 'libvips', 'nodejs', 'performance', 'png', 'resize', 'sharp', 'svg', 'tiff', 'webp']",161,['Web Application']
matteocrippa/awesome-swift,https://github.com/matteocrippa/awesome-swift,Swift,2932,21677,9106,21677,"['awesome', 'awesome-list', 'awesome-lists', 'awesome-swift', 'ios', 'linux', 'list', 'lists', 'swift', 'swift-extensions', 'swift-framework', 'swift-language', 'swift-library']",664,"['Mobile App', 'Web Application', 'Framework']"
ReactiveX/RxSwift,https://github.com/ReactiveX/RxSwift,Swift,3891,21664,15990,21664,"['functional', 'ios', 'observer', 'reactive', 'reactivex', 'rxswift', 'swift', 'unidirectional']",375,"['Mobile App', 'Web Application']"
facebook/flow,https://github.com/facebook/flow,OCaml,1840,21662,98381,21662,[],896,['Other']
swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,JavaScript,8238,21652,417628,21652,"['hacktoberfest', 'oas', 'openapi', 'openapi-specification', 'openapi3', 'rest', 'rest-api', 'swagger', 'swagger-api', 'swagger-js', 'swagger-ui']",497,['Web Application']
dimsemenov/PhotoSwipe,https://github.com/dimsemenov/PhotoSwipe,JavaScript,3268,21593,29700,21593,[],55,['Other']
github/hub,https://github.com/github/hub,Go,2292,21578,7255,21578,"['git', 'github-api', 'go', 'homebrew', 'pull-request']",247,['Web Application']
android/architecture-components-samples,https://github.com/android/architecture-components-samples,Kotlin,7909,21549,21430,21549,[],67,['Other']
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,Shell,1005,21535,13499,21535,"['container', 'docker', 'docker-osx', 'kvm', 'macos', 'os', 'osx', 'osx-kvm', 'x', 'x11']",39,['Other']
MostlyAdequate/mostly-adequate-guide,https://github.com/MostlyAdequate/mostly-adequate-guide,JavaScript,1789,21530,5412,21530,"['functional-programming', 'javascript', 'reactive-programming', 'tutorial']",183,['Web Application']
guzzle/guzzle,https://github.com/guzzle/guzzle,PHP,2265,21514,9854,21514,"['curl', 'guzzle', 'http-client', 'httpclient', 'php', 'psr-7', 'requests', 'webservices']",398,['Web Application']
alibaba/nacos,https://github.com/alibaba/nacos,Java,9210,21513,43822,21513,"['alibaba', 'config', 'configuration-management', 'distributed-configuration', 'dns', 'dubbo', 'istio', 'kubernetes', 'microservices', 'nacos', 'service-discovery', 'service-mesh', 'spring-cloud']",250,['Other']
sampotts/plyr,https://github.com/sampotts/plyr,JavaScript,2576,21507,64895,21507,"['html5-video', 'javascript', 'plyr', 'vimeo', 'youtube']",181,['Web Application']
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,Python,4523,21487,3305,21487,"['ansible', 'aws', 'azure', 'coding', 'containers', 'devops', 'docker', 'git', 'interview', 'interview-questions', 'kubernetes', 'linux', 'openstack', 'production-engineer', 'prometheus', 'python', 'sql', 'sre', 'terraform']",81,['Other']
facebook/folly,https://github.com/facebook/folly,C++,4547,21482,40078,21482,[],1099,['Other']
alibaba/spring-cloud-alibaba,https://github.com/alibaba/spring-cloud-alibaba,Java,6626,21463,7167,21463,"['alibaba', 'alibaba-middleware', 'alibaba-oss', 'aliyun', 'circuit-breaker', 'cloud-native', 'distributed-configuration', 'distributed-messaging', 'distributed-transaction', 'dubbo', 'java', 'microservices', 'nacos', 'rocketmq', 'service-discovery', 'service-registry', 'spring', 'spring-cloud', 'spring-cloud-alibaba', 'spring-cloud-core']",138,['Other']
facebook/draft-js,https://github.com/facebook/draft-js,JavaScript,2550,21442,35690,21442,[],317,['Other']
vapor/vapor,https://github.com/vapor/vapor,Swift,1325,21434,16102,21434,"['framework', 'http', 'http2', 'server', 'server-side-swift', 'swift', 'vapor', 'web-framework']",218,"['Web Application', 'Framework']"
stedolan/jq,https://github.com/stedolan/jq,C,1263,21431,6900,21431,[],141,['Other']
inconshreveable/ngrok,https://github.com/inconshreveable/ngrok,Go,3957,21418,858,21418,[],27,['Other']
Wox-launcher/Wox,https://github.com/Wox-launcher/Wox,C#,2304,21408,98055,21408,"['alfred', 'launcher', 'launchy', 'spotlight', 'windows', 'wox']",124,['Other']
vercel/swr,https://github.com/vercel/swr,TypeScript,811,21360,2891,21360,"['cache', 'data', 'data-fetching', 'fetch', 'hook', 'hooks', 'nextjs', 'react', 'react-native', 'stale-while-revalidate', 'suspense', 'swr', 'vercel']",131,['Web Application']
feathericons/feather,https://github.com/feathericons/feather,JavaScript,1060,21313,16412,21313,"['icons', 'javascript', 'svg']",37,['Other']
tqdm/tqdm,https://github.com/tqdm/tqdm,Python,1088,21307,5913,21307,"['cli', 'closember', 'console', 'discord', 'gui', 'jupyter', 'keras', 'meter', 'pandas', 'parallel', 'progress', 'progress-bar', 'progressbar', 'progressmeter', 'python', 'rate', 'telegram', 'terminal', 'time', 'utilities']",107,['Other']
matterport/Mask_RCNN,https://github.com/matterport/Mask_RCNN,Python,10562,21306,122597,21306,"['instance-segmentation', 'keras', 'mask-rcnn', 'object-detection', 'tensorflow']",47,['Other']
rollup/rollup,https://github.com/rollup/rollup,JavaScript,1110,21284,21301,21284,[],300,['Other']
apache/kafka,https://github.com/apache/kafka,Java,11186,21276,134864,21276,"['kafka', 'scala']",1066,['Other']
mongodb/mongo,https://github.com/mongodb/mongo,C++,5130,21249,704853,21249,"['c-plus-plus', 'database', 'mongodb', 'nosql']",890,['Other']
helm/helm,https://github.com/helm/helm,Go,6058,21223,18278,21223,"['chart', 'charts', 'cncf', 'helm', 'kubernetes']",660,['Other']
n8n-io/n8n,https://github.com/n8n-io/n8n,TypeScript,2293,21215,31731,21215,"['apis', 'automated', 'automation', 'cli', 'data-flow', 'development', 'docker', 'iaas', 'integration-framework', 'integrations', 'ipaas', 'low-code', 'low-code-development-platform', 'low-code-plattform', 'n8n', 'node', 'self-hosted', 'typescript', 'workflow', 'workflow-automation']",198,"['Web Application', 'Framework']"
mbadolato/iTerm2-Color-Schemes,https://github.com/mbadolato/iTerm2-Color-Schemes,Shell,6058,21199,95187,21199,"['color-scheme', 'freebsd-vt', 'iterm', 'iterm2', 'konsole', 'konsole-color-schemes', 'lxterminal', 'osx-terminal-themes', 'putty', 'putty-color-schemes', 'schemes', 'terminal', 'terminal-schemes', 'terminal-themes', 'terminator', 'theme', 'themes', 'windows-terminal', 'xrdb', 'xresources']",177,['Other']
fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,JavaScript,2998,21191,129544,21191,[],284,['Other']
mochajs/mocha,https://github.com/mochajs/mocha,JavaScript,2928,21169,19650,21169,"['bdd', 'browser', 'javascript', 'mocha', 'mochajs', 'node', 'nodejs', 'tdd', 'test', 'test-framework', 'testing', 'testing-tools']",526,"['Web Application', 'Framework']"
openfaas/faas,https://github.com/openfaas/faas,Go,1732,21169,27270,21169,"['docker', 'faas', 'functions', 'functions-as-a-service', 'gitops', 'golang', 'k8s', 'kubernetes', 'lambda', 'nodejs', 'paas', 'prometheus', 'serverless', 'serverless-functions']",175,['Other']
SwiftyJSON/SwiftyJSON,https://github.com/SwiftyJSON/SwiftyJSON,Swift,3298,21166,1112,21166,"['carthage', 'cocoapods', 'json', 'json-parser', 'json-parsing-library', 'json-parsing-swift', 'request', 'response', 'swift', 'swift4-2', 'swiftyjson', 'xcode10']",149,['Other']
google/iosched,https://github.com/google/iosched,Kotlin,6229,21165,57737,21165,"['android', 'architecture', 'conference', 'coroutines', 'kotlin']",76,['Mobile App']
halo-dev/halo,https://github.com/halo-dev/halo,Java,7221,21135,38192,21135,"['blog', 'blog-engine', 'cms', 'hacktoberfest', 'halo', 'halocms']",86,['Other']
kriasoft/react-starter-kit,https://github.com/kriasoft/react-starter-kit,TypeScript,4101,21123,8782,21123,"['babel', 'boilerplate', 'cdn', 'cloudflare', 'graphql', 'hackathon', 'javascript', 'material-ui', 'nodejs', 'react', 'reactjs', 'relay', 'scaffolding', 'serverless', 'ssr', 'starter-kit', 'template', 'typescript', 'webpack', 'webpack5']",,['Web Application']
